backend,store_size,dom_cat,dom_ratio,seg_mv,seg_cwv,scs,correct_mv,correct_cwv
KoBERT,50,7,0.88,7,7,0.212366,1,1
KoBERT,50,2,0.82,2,2,0.289213,1,1
KoBERT,50,6,0.72,6,6,0.223785,1,1
KoBERT,50,10,0.98,10,10,0.604397,1,1
KoBERT,50,2,0.8,2,2,0.276762,1,1
KoBERT,50,10,0.96,10,10,0.489009,1,1
KoBERT,50,10,0.84,10,10,0.392904,1,1
KoBERT,50,9,0.68,9,9,0.163844,1,1
KoBERT,50,1,0.82,1,1,0.313372,1,1
KoBERT,50,3,0.8,3,3,0.199867,1,1
KoBERT,50,6,0.88,6,6,0.387603,1,1
KoBERT,50,0,0.88,0,0,0.23351,1,1
KoBERT,50,3,0.82,3,3,0.153526,1,1
KoBERT,50,3,0.72,3,3,0.200845,1,1
KoBERT,50,10,0.78,10,10,0.281491,1,1
KoBERT,50,6,0.7,6,6,0.193079,1,1
KoBERT,50,2,0.66,2,2,0.183891,1,1
KoBERT,50,9,0.66,9,9,0.18901,1,1
KoBERT,50,4,0.74,4,4,0.230813,1,1
KoBERT,50,1,0.96,1,1,0.604397,1,1
KoBERT,50,6,0.98,6,6,0.604397,1,1
KoBERT,50,0,0.86,0,0,0.256095,1,1
KoBERT,50,2,0.64,2,2,0.175708,1,1
KoBERT,50,5,0.66,5,5,0.231241,1,1
KoBERT,50,3,0.82,3,3,0.146445,1,1
KoBERT,50,2,0.68,2,2,0.218552,1,1
KoBERT,50,7,0.8,7,7,0.22569,1,1
KoBERT,50,2,0.78,2,2,0.253783,1,1
KoBERT,50,4,1.0,4,4,0.353093,1,1
KoBERT,50,8,1.0,8,8,0.604397,1,1
KoBERT,50,4,0.98,4,4,0.352996,1,1
KoBERT,50,8,0.88,8,8,0.361792,1,1
KoBERT,50,9,0.94,9,9,0.412917,1,1
KoBERT,50,1,0.82,1,1,0.352996,1,1
KoBERT,50,4,0.9,4,4,0.236791,1,1
KoBERT,50,6,0.68,6,6,0.207889,1,1
KoBERT,50,1,0.72,1,1,0.234129,1,1
KoBERT,50,9,0.96,9,9,0.387163,1,1
KoBERT,50,5,0.98,5,5,0.660789,1,1
KoBERT,50,2,0.82,2,2,0.215935,1,1
KoBERT,50,10,0.8,10,10,0.362125,1,1
KoBERT,50,0,0.96,0,0,0.33246,1,1
KoBERT,50,8,0.82,8,8,0.25518,1,1
KoBERT,50,8,0.74,8,8,0.253783,1,1
KoBERT,50,9,0.96,9,9,0.456919,1,1
KoBERT,50,5,0.74,5,5,0.264559,1,1
KoBERT,50,1,0.78,1,1,0.293806,1,1
KoBERT,50,9,0.88,9,9,0.364279,1,1
KoBERT,50,7,0.96,7,7,0.456919,1,1
KoBERT,50,8,0.74,8,8,0.231403,1,1
KoBERT,50,9,0.86,9,9,0.287517,1,1
KoBERT,50,7,0.84,7,7,0.257518,1,1
KoBERT,50,1,0.7,1,1,0.222488,1,1
KoBERT,50,2,0.62,2,2,0.174908,1,1
KoBERT,50,4,0.78,4,4,0.205294,1,1
KoBERT,50,7,0.62,7,7,0.139683,1,1
KoBERT,50,7,0.62,7,7,0.109985,1,1
KoBERT,50,3,0.8,3,3,0.165845,1,1
KoBERT,50,4,0.78,4,4,0.215368,1,1
KoBERT,50,3,0.8,3,3,0.219681,1,1
KoBERT,50,2,0.8,2,2,0.33246,1,1
KoBERT,50,8,0.96,8,8,0.588921,1,1
KoBERT,50,10,0.78,10,10,0.274138,1,1
KoBERT,50,8,0.62,8,8,0.155268,1,1
KoBERT,50,4,1.0,4,4,0.346505,1,1
KoBERT,50,6,0.68,6,6,0.189937,1,1
KoBERT,50,0,0.98,0,0,0.387603,1,1
KoBERT,50,2,0.78,2,2,0.292056,1,1
KoBERT,50,5,0.68,5,5,0.218306,1,1
KoBERT,50,8,0.94,8,8,0.604397,1,1
KoBERT,50,6,0.92,6,6,0.541781,1,1
KoBERT,50,9,0.86,9,9,0.340456,1,1
KoBERT,50,8,0.8,8,8,0.341919,1,1
KoBERT,50,1,0.84,1,1,0.355364,1,1
KoBERT,50,8,0.64,8,8,0.171545,1,1
KoBERT,50,7,0.62,7,7,0.175361,1,1
KoBERT,50,3,0.6,3,3,0.106451,1,1
KoBERT,50,0,0.64,0,0,0.116952,1,1
KoBERT,50,8,0.88,8,8,0.370929,1,1
KoBERT,50,5,0.86,5,5,0.412917,1,1
KoBERT,50,7,0.66,7,7,0.155454,1,1
KoBERT,50,4,0.86,4,4,0.265326,1,1
KoBERT,50,6,0.64,6,6,0.156019,1,1
KoBERT,50,10,0.98,10,10,0.604397,1,1
KoBERT,50,7,0.86,7,7,0.262845,1,1
KoBERT,50,8,0.92,8,8,0.372732,1,1
KoBERT,50,6,0.8,6,6,0.256095,1,1
KoBERT,50,3,0.74,3,3,0.146445,1,1
KoBERT,50,4,0.76,4,4,0.230948,1,1
KoBERT,50,0,0.82,0,0,0.224531,1,1
KoBERT,50,6,0.64,6,6,0.184084,1,1
KoBERT,50,6,0.88,6,6,0.365913,1,1
KoBERT,50,5,0.96,5,5,0.660789,1,1
KoBERT,50,5,0.88,5,5,0.51176,1,1
KoBERT,50,1,0.98,1,1,0.748659,1,1
KoBERT,50,5,0.7,5,5,0.213436,1,1
KoBERT,50,5,0.98,5,5,0.489009,1,1
KoBERT,50,5,0.94,5,5,0.679907,1,1
KoBERT,50,6,0.92,6,6,0.412917,1,1
KoBERT,50,3,0.64,3,3,0.157484,1,1
KoBERT,50,0,0.78,0,0,0.229601,1,1
KoBERT,50,7,0.98,7,7,0.541781,1,1
KoBERT,50,6,0.96,6,6,0.541781,1,1
KoBERT,50,4,0.82,4,4,0.314644,1,1
KoBERT,50,3,0.78,3,3,0.159249,1,1
KoBERT,50,1,0.9,1,1,0.529042,1,1
KoBERT,50,10,1.0,10,10,0.772765,1,1
KoBERT,50,10,0.86,10,10,0.33246,1,1
KoBERT,50,0,0.88,0,0,0.352996,1,1
KoBERT,50,1,0.86,1,1,0.387603,1,1
KoBERT,50,6,0.96,6,6,0.588921,1,1
KoBERT,50,2,0.62,2,2,0.187161,1,1
KoBERT,50,1,0.86,1,1,0.387603,1,1
KoBERT,50,10,0.64,10,10,0.176231,1,1
KoBERT,50,8,0.66,8,8,0.172757,1,1
KoBERT,50,0,0.64,0,0,0.13148,1,1
KoBERT,50,2,0.92,2,2,0.443924,1,1
KoBERT,50,4,0.66,4,4,0.134727,1,1
KoBERT,50,7,0.74,7,7,0.2204,1,1
KoBERT,50,8,0.82,8,8,0.300377,1,1
KoBERT,50,4,0.76,4,4,0.210626,1,1
KoBERT,50,2,0.88,2,2,0.352996,1,1
KoBERT,50,1,0.68,1,1,0.219681,1,1
KoBERT,50,4,0.9,4,4,0.329684,1,1
KoBERT,50,5,0.68,5,5,0.24915,1,1
KoBERT,50,10,0.9,10,10,0.489009,1,1
KoBERT,50,4,0.9,4,4,0.326887,1,1
KoBERT,50,2,0.78,2,2,0.244685,1,1
KoBERT,50,7,0.74,7,7,0.210626,1,1
KoBERT,50,2,0.64,2,2,0.20587,1,1
KoBERT,50,9,0.82,9,9,0.240761,1,1
KoBERT,50,1,0.6,1,1,0.150409,1,1
KoBERT,50,1,0.84,1,1,0.380411,1,1
KoBERT,50,2,0.84,2,2,0.281491,1,1
KoBERT,50,4,0.9,4,4,0.249817,1,1
KoBERT,50,2,1.0,2,2,0.51176,1,1
KoBERT,50,4,0.74,4,4,0.194848,1,1
KoBERT,50,7,0.66,7,7,0.176148,1,1
KoBERT,50,4,0.88,4,4,0.287263,1,1
KoBERT,50,5,0.86,5,5,0.412917,1,1
KoBERT,50,5,0.98,5,5,0.588921,1,1
KoBERT,50,3,0.88,3,3,0.211824,1,1
KoBERT,50,10,0.68,10,10,0.203615,1,1
KoBERT,50,4,0.7,4,4,0.167342,1,1
KoBERT,50,9,0.8,9,9,0.29674,1,1
KoBERT,50,1,0.78,1,1,0.267527,1,1
KoBERT,50,10,0.7,10,10,0.230813,1,1
KoBERT,50,1,0.72,1,1,0.259147,1,1
KoBERT,50,6,0.62,6,6,0.173604,1,1
KoBERT,50,5,0.8,5,5,0.30467,1,1
KoBERT,50,0,0.62,0,0,0.166204,1,1
KoBERT,50,7,0.62,7,7,0.150093,1,1
KoBERT,50,8,0.88,8,8,0.489009,1,1
KoBERT,50,10,0.92,10,10,0.489009,1,1
KoBERT,50,7,0.64,7,7,0.145921,1,1
KoBERT,50,8,0.8,8,8,0.274138,1,1
KoBERT,50,5,0.7,5,5,0.243362,1,1
KoBERT,50,5,0.96,5,5,0.748659,1,1
KoBERT,50,2,0.96,2,2,0.446306,1,1
KoBERT,50,8,0.86,8,8,0.346874,1,1
KoBERT,50,0,0.68,0,0,0.183322,1,1
KoBERT,50,5,0.92,5,5,0.424411,1,1
KoBERT,50,7,0.9,7,7,0.311433,1,1
KoBERT,50,0,0.8,0,0,0.239928,1,1
KoBERT,50,9,0.8,9,9,0.22882,1,1
KoBERT,50,0,0.94,0,0,0.326887,1,1
KoBERT,50,3,0.78,3,3,0.140274,1,1
KoBERT,50,9,0.84,9,9,0.28023,1,1
KoBERT,50,3,0.62,3,3,0.087982,1,1
KoBERT,50,9,0.96,9,9,0.473238,1,1
KoBERT,50,8,0.8,8,8,0.303693,1,1
KoBERT,50,0,0.62,0,0,0.140037,1,1
KoBERT,50,0,0.84,0,0,0.262845,1,1
KoBERT,50,2,0.64,2,2,0.167442,1,1
KoBERT,50,8,0.82,8,8,0.289213,1,1
KoBERT,50,7,0.6,7,7,0.144202,1,1
KoBERT,50,9,0.92,9,9,0.301578,1,1
KoBERT,50,7,0.86,7,7,0.271563,1,1
KoBERT,50,0,0.9,0,0,0.341919,1,1
KoBERT,50,5,0.96,5,5,0.748659,1,1
KoBERT,50,7,0.92,7,7,0.365913,1,1
KoBERT,50,5,0.72,5,5,0.245551,1,1
KoBERT,50,3,0.94,3,3,0.212536,1,1
KoBERT,50,8,0.84,8,8,0.380411,1,1
KoBERT,50,8,0.98,8,8,0.504454,1,1
KoBERT,50,1,0.76,1,1,0.30641,1,1
KoBERT,50,3,0.94,3,3,0.274138,1,1
KoBERT,50,3,0.7,3,3,0.144974,1,1
KoBERT,50,6,0.92,6,6,0.361792,1,1
KoBERT,50,6,0.76,6,6,0.248813,1,1
KoBERT,50,2,0.68,2,2,0.158088,1,1
KoBERT,50,10,0.7,10,10,0.239928,1,1
KoBERT,50,2,0.82,2,2,0.258956,1,1
KoBERT,50,4,0.66,4,4,0.131051,1,1
KoBERT,50,8,0.94,8,8,0.453283,1,1
KoBERT,50,6,0.82,6,6,0.368457,1,1
KoBERT,50,10,1.0,10,10,0.620708,1,1
KoBERT,50,8,0.98,8,8,0.660789,1,1
KoBERT,50,8,0.64,8,8,0.183891,1,1
KoBERT,50,3,0.88,3,3,0.246897,1,1
KoBERT,50,8,0.96,8,8,0.412917,1,1
KoBERT,50,3,1.0,3,3,0.247779,1,1
KoBERT,50,2,0.96,2,2,0.492815,1,1
KoBERT,50,1,0.8,1,1,0.309518,1,1
KoBERT,50,7,0.66,7,7,0.143174,1,1
KoBERT,50,2,0.7,2,2,0.259899,1,1
KoBERT,50,5,0.74,5,5,0.270026,1,1
KoBERT,50,7,0.72,7,7,0.224936,1,1
KoBERT,50,9,0.66,9,9,0.177863,1,1
KoBERT,50,8,0.7,8,8,0.209109,1,1
KoBERT,50,8,0.98,8,8,0.438801,1,1
KoBERT,50,5,0.78,5,5,0.293806,1,1
KoBERT,50,4,0.94,4,4,0.355364,1,1
KoBERT,50,8,0.74,8,8,0.221517,1,1
KoBERT,50,9,0.74,9,9,0.224531,1,1
KoBERT,50,9,0.68,9,9,0.219681,1,1
KoBERT,50,1,0.74,1,1,0.262411,1,1
KoBERT,50,8,0.64,8,8,0.163096,1,1
KoBERT,50,7,0.64,7,7,0.141182,1,1
KoBERT,50,5,0.88,5,5,0.384857,1,1
KoBERT,50,3,0.88,3,3,0.205158,1,1
KoBERT,50,1,0.86,1,1,0.421198,1,1
KoBERT,50,8,0.64,8,8,0.203481,1,1
KoBERT,50,8,0.76,8,8,0.218306,1,1
KoBERT,50,7,0.9,7,7,0.316623,1,1
KoBERT,50,1,0.86,1,1,0.395073,1,1
KoBERT,50,0,0.66,0,0,0.177651,1,1
KoBERT,50,2,0.74,2,2,0.180184,1,1
KoBERT,50,3,0.96,3,3,0.24915,1,1
KoBERT,50,1,0.66,1,1,0.204629,1,1
KoBERT,50,9,0.72,9,9,0.242055,1,1
KoBERT,50,1,0.98,1,1,0.604397,1,1
KoBERT,50,0,0.64,0,0,0.152755,1,1
KoBERT,50,0,0.7,0,0,0.194974,1,1
KoBERT,50,6,0.86,6,6,0.270026,1,1
KoBERT,50,2,0.98,2,2,0.456919,1,1
KoBERT,50,8,0.68,8,8,0.227017,1,1
KoBERT,50,0,0.96,0,0,0.412917,1,1
KoBERT,50,5,0.68,5,5,0.232038,1,1
KoBERT,50,9,0.66,9,9,0.156702,1,1
KoBERT,50,0,0.96,0,0,0.295783,1,1
KoBERT,50,3,0.62,3,3,0.149669,1,1
KoBERT,50,1,0.8,1,1,0.334614,1,1
KoBERT,50,5,0.74,5,5,0.236589,1,1
KoBERT,50,0,0.66,0,0,0.187634,1,1
KoBERT,50,10,0.98,10,10,0.858564,1,1
KoBERT,50,1,0.96,1,1,0.660789,1,1
KoBERT,50,5,0.64,5,5,0.20791,1,1
KoBERT,50,9,0.64,9,9,0.186621,1,1
KoBERT,50,2,0.82,2,2,0.30641,1,1
KoBERT,50,4,0.82,4,4,0.203481,1,1
KoBERT,50,3,0.62,3,3,0.106739,1,1
KoBERT,50,0,0.84,0,0,0.227629,1,1
KoBERT,50,8,0.84,8,8,0.355364,1,1
KoBERT,50,4,0.82,4,4,0.215368,1,1
KoBERT,50,5,0.92,5,5,0.500126,1,1
KoBERT,50,3,0.9,3,3,0.181589,1,1
KoBERT,50,9,0.98,9,9,0.489009,1,1
KoBERT,50,2,1.0,2,2,0.523948,1,1
KoBERT,50,1,0.64,1,1,0.194842,1,1
KoBERT,50,9,0.82,9,9,0.262845,1,1
KoBERT,50,7,0.78,7,7,0.250155,1,1
KoBERT,50,9,0.62,9,9,0.168967,1,1
KoBERT,50,6,0.64,6,6,0.165857,1,1
KoBERT,50,2,0.7,2,2,0.187656,1,1
KoBERT,50,10,0.8,10,10,0.340456,1,1
KoBERT,50,2,0.92,2,2,0.424411,1,1
KoBERT,50,6,1.0,6,6,0.555148,1,1
KoBERT,50,4,0.94,4,4,0.371381,1,1
KoBERT,50,8,0.94,8,8,0.453283,1,1
KoBERT,50,9,0.66,9,9,0.185786,1,1
KoBERT,50,2,0.92,2,2,0.346874,1,1
KoBERT,50,6,0.62,6,6,0.165365,1,1
KoBERT,50,10,0.76,10,10,0.332147,1,1
KoBERT,50,9,0.8,9,9,0.298548,1,1
KoBERT,50,0,0.6,0,0,0.104232,1,1
KoBERT,50,6,0.84,6,6,0.344197,1,1
KoBERT,50,7,0.82,7,7,0.246897,1,1
KoBERT,50,2,0.88,2,2,0.352774,1,1
KoBERT,50,8,0.76,8,8,0.275723,1,1
KoBERT,50,5,0.82,5,5,0.359338,1,1
KoBERT,50,6,1.0,6,6,0.424411,1,1
KoBERT,50,5,0.64,5,5,0.198899,1,1
KoBERT,50,10,0.92,10,10,0.39222,1,1
KoBERT,50,1,0.68,1,1,0.235352,1,1
KoBERT,50,2,0.82,2,2,0.301578,1,1
KoBERT,50,6,0.64,6,6,0.174908,1,1
KoBERT,50,10,0.7,10,10,0.224531,1,1
KoBERT,50,3,0.84,3,3,0.24663,1,1
KoBERT,50,0,0.92,0,0,0.424411,1,1
KoBERT,50,4,0.8,4,4,0.208968,1,1
KoBERT,50,1,0.84,1,1,0.355364,1,1
KoBERT,50,7,0.9,7,7,0.368457,1,1
KoBERT,50,1,0.7,1,1,0.261364,1,1
KoBERT,50,1,0.9,1,1,0.453283,1,1
KoBERT,50,4,0.96,4,4,0.466841,1,1
KoBERT,50,2,0.62,2,2,0.124898,1,1
KoBERT,50,6,0.84,6,6,0.33246,1,1
KoBERT,50,9,0.74,9,9,0.294955,1,1
KoBERT,50,3,0.7,3,3,0.13618,1,1
KoBERT,50,3,0.84,3,3,0.177863,1,1
KoBERT,50,5,0.82,5,5,0.368457,1,1
KoBERT,50,9,1.0,9,9,0.523948,1,1
KoBERT,50,1,0.74,1,1,0.271563,1,1
KoBERT,50,3,0.68,3,3,0.123798,1,1
KoBERT,50,8,0.82,8,8,0.298789,1,1
KoBERT,50,3,0.76,3,3,0.170143,1,1
KoBERT,50,2,0.72,2,2,0.22569,1,1
KoBERT,50,10,1.0,10,10,0.748659,1,1
KoBERT,50,0,0.94,0,0,0.412917,1,1
KoBERT,50,9,0.96,9,9,0.456919,1,1
KoBERT,50,6,0.9,6,6,0.303693,1,1
KoBERT,50,7,0.96,7,7,0.324832,1,1
KoBERT,50,7,0.84,7,7,0.274138,1,1
KoBERT,50,8,0.7,8,8,0.235348,1,1
KoBERT,50,0,0.74,0,0,0.230329,1,1
KoBERT,50,7,0.7,7,7,0.179748,1,1
KoBERT,50,2,0.76,2,2,0.246897,1,1
KoBERT,50,6,0.82,6,6,0.29674,1,1
KoBERT,50,0,0.74,0,0,0.223384,1,1
KoBERT,50,2,0.6,2,2,0.154755,1,1
KoBERT,50,4,0.84,4,4,0.263817,1,1
KoBERT,50,10,0.84,10,10,0.424411,1,1
KoBERT,50,0,0.82,0,0,0.225625,1,1
KoBERT,50,8,0.8,8,8,0.292056,1,1
KoBERT,50,2,0.72,2,2,0.222645,1,1
KoBERT,50,6,0.96,6,6,0.453283,1,1
KoBERT,50,1,0.94,1,1,0.500126,1,1
KoBERT,50,7,0.76,7,7,0.272791,1,1
KoBERT,50,10,0.66,10,10,0.218306,1,1
KoBERT,50,8,0.78,8,8,0.227017,1,1
KoBERT,50,2,0.72,2,2,0.204138,1,1
KoBERT,50,7,0.92,7,7,0.316623,1,1
KoBERT,50,0,0.74,0,0,0.183891,1,1
KoBERT,50,3,0.96,3,3,0.248813,1,1
KoBERT,50,1,0.98,1,1,0.748659,1,1
KoBERT,50,3,0.78,3,3,0.213578,1,1
KoBERT,50,7,0.82,7,7,0.26586,1,1
KoBERT,50,9,0.88,9,9,0.243537,1,1
KoBERT,50,8,0.62,8,8,0.181589,1,1
KoBERT,50,8,0.66,8,8,0.198276,1,1
KoBERT,50,8,0.82,8,8,0.299752,1,1
KoBERT,50,3,0.88,3,3,0.250155,1,1
KoBERT,50,0,0.98,0,0,0.378408,1,1
KoBERT,50,2,0.98,2,2,0.489009,1,1
KoBERT,50,8,0.72,8,8,0.255366,1,1
KoBERT,50,7,0.78,7,7,0.184921,1,1
KoBERT,50,8,0.96,8,8,0.473238,1,1
KoBERT,50,7,0.84,7,7,0.338227,1,1
KoBERT,50,5,0.82,5,5,0.311433,1,1
KoBERT,50,4,0.8,4,4,0.205158,1,1
KoBERT,50,6,0.82,6,6,0.230813,1,1
KoBERT,50,10,0.78,10,10,0.330335,1,1
KoBERT,50,6,0.64,6,6,0.161501,1,1
KoBERT,50,0,0.86,0,0,0.262845,1,1
KoBERT,50,7,0.74,7,7,0.173673,1,1
KoBERT,50,9,0.94,9,9,0.500126,1,1
KoBERT,50,10,0.68,10,10,0.211308,1,1
KoBERT,50,7,1.0,7,7,0.466841,1,1
KoBERT,50,8,0.72,8,8,0.199867,1,1
KoBERT,50,3,0.8,3,3,0.185237,1,1
KoBERT,50,4,0.78,4,4,0.171931,1,1
KoBERT,50,8,0.94,8,8,0.466841,1,1
KoBERT,50,4,0.96,4,4,0.340456,1,1
KoBERT,50,1,0.8,1,1,0.338227,1,1
KoBERT,50,4,0.6,4,4,0.150749,1,1
KoBERT,50,2,0.96,2,2,0.500126,1,1
KoBERT,50,8,0.8,8,8,0.304557,1,1
KoBERT,50,0,0.9,0,0,0.313372,1,1
KoBERT,50,6,0.88,6,6,0.352996,1,1
KoBERT,50,0,0.86,0,0,0.284437,1,1
KoBERT,50,9,0.88,9,9,0.410911,1,1
KoBERT,50,2,0.64,2,2,0.176515,1,1
KoBERT,50,9,0.66,9,9,0.172757,1,1
KoBERT,50,6,0.86,6,6,0.259147,1,1
KoBERT,50,3,0.72,3,3,0.159961,1,1
KoBERT,50,5,0.82,5,5,0.304557,1,1
KoBERT,50,0,0.86,0,0,0.244493,1,1
KoBERT,50,3,0.84,3,3,0.226832,1,1
KoBERT,50,1,0.62,1,1,0.207889,1,1
KoBERT,50,1,0.82,1,1,0.33246,1,1
KoBERT,50,5,0.84,5,5,0.352996,1,1
KoBERT,50,4,0.96,4,4,0.274191,1,1
KoBERT,50,6,0.96,6,6,0.375373,1,1
KoBERT,50,2,0.92,2,2,0.433166,1,1
KoBERT,50,3,0.86,3,3,0.160775,1,1
KoBERT,50,6,0.72,6,6,0.259899,1,1
KoBERT,50,8,0.9,8,8,0.516293,1,1
KoBERT,50,4,0.74,4,4,0.192955,1,1
KoBERT,50,6,0.8,6,6,0.311433,1,1
KoBERT,50,3,0.92,3,3,0.261364,1,1
KoBERT,50,4,0.8,4,4,0.218157,1,1
KoBERT,50,10,0.92,10,10,0.370929,1,1
KoBERT,50,9,0.76,9,9,0.241213,1,1
KoBERT,50,0,0.62,0,0,0.147965,1,1
KoBERT,50,2,0.9,2,2,0.412917,1,1
KoBERT,50,8,0.86,8,8,0.308287,1,1
KoBERT,50,1,0.8,1,1,0.346874,1,1
KoBERT,50,0,0.8,0,0,0.272579,1,1
KoBERT,50,1,0.62,1,1,0.191545,1,1
KoBERT,50,8,0.92,8,8,0.399871,1,1
KoBERT,50,0,0.8,0,0,0.246199,1,1
KoBERT,50,0,0.78,0,0,0.203615,1,1
KoBERT,50,5,0.88,5,5,0.412917,1,1
KoBERT,50,0,0.86,0,0,0.267142,1,1
KoBERT,50,9,0.86,9,9,0.332147,1,1
KoBERT,50,6,0.92,6,6,0.424411,1,1
KoBERT,50,8,0.8,8,8,0.330335,1,1
KoBERT,50,5,0.74,5,5,0.290326,1,1
KoBERT,50,6,0.86,6,6,0.344197,1,1
KoBERT,50,1,0.98,1,1,0.604397,1,1
KoBERT,50,9,0.7,9,9,0.207367,1,1
KoBERT,50,8,0.92,8,8,0.397968,1,1
KoBERT,50,0,0.84,0,0,0.301578,1,1
KoBERT,50,3,0.82,3,3,0.142876,1,1
KoBERT,50,3,0.88,3,3,0.267527,1,1
KoBERT,50,9,0.66,9,9,0.194842,1,1
KoBERT,50,6,0.96,6,6,0.365913,1,1
KoBERT,50,7,0.96,7,7,0.424411,1,1
KoBERT,50,10,0.98,10,10,0.748659,1,1
KoBERT,50,6,0.7,6,6,0.195445,1,1
KoBERT,50,10,0.98,10,10,0.500126,1,1
KoBERT,50,9,0.64,9,9,0.168201,1,1
KoBERT,50,6,0.84,6,6,0.340456,1,1
KoBERT,50,8,0.82,8,8,0.29372,1,1
KoBERT,50,0,0.82,0,0,0.294955,1,1
KoBERT,50,10,0.74,10,10,0.251937,1,1
KoBERT,50,7,0.78,7,7,0.261364,1,1
KoBERT,50,6,0.84,6,6,0.284762,1,1
KoBERT,50,3,0.68,3,3,0.143796,1,1
KoBERT,50,8,0.96,8,8,0.529042,1,1
KoBERT,50,5,0.78,5,5,0.316623,1,1
KoBERT,50,7,0.72,7,7,0.219681,1,1
KoBERT,50,5,0.92,5,5,0.433166,1,1
KoBERT,50,4,0.64,4,4,0.165365,1,1
KoBERT,50,6,0.86,6,6,0.274138,1,1
